FILE PATH	EXACT WORD COUNT	ROBOTS DIRECTIVE	CANONICAL STATUS	PASS/FAIL STATUS
humanproof-verified-card-preview-v1.html	133	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
humanproof-verified-card-preview-v2.html	64	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
humanproof-verified-card-preview-v3-gold.html	73	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
humanproof.html	1204	index,follow,max-image-preview:large	VERIFIED	VERIFIED
image-compressor-compact-preview-v1.html	0	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
image-compressor.html	313	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
image-metadata-remover.html	346	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
image-resizer.html	519	index,follow,max-image-preview:large	VERIFIED	VERIFIED
image-to-text-ocr.html	495	index,follow,max-image-preview:large	VERIFIED	VERIFIED
image-tools.html	390	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
index.html	1334	index,follow,max-image-preview:large	VERIFIED	VERIFIED
instagram-callback.html	31	noindex, follow	VERIFIED	VERIFIED | SCHEMA MISSING
instagram-connect.html	27	noindex, follow	VERIFIED	VERIFIED | SCHEMA MISSING
invoice-maker.html	699	index,follow,max-image-preview:large	VERIFIED	VERIFIED
ip-cidr-calculator.html	356	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
jpg-to-pdf.html	433	index,follow,max-image-preview:large	VERIFIED	VERIFIED
jpg-to-png.html	98	noindex,follow	VERIFIED	VERIFIED
labs.html	411	noindex, follow	VERIFIED	VERIFIED
live-alerts.html	461	noindex, follow	VERIFIED	VERIFIED
live.html	606	noindex, follow	VERIFIED	VERIFIED
magic-drop.html	336	noindex, follow	VERIFIED	VERIFIED
merge-pdf.html	2533	index,follow,max-image-preview:large	VERIFIED	VERIFIED
meta-tag-generator.html	2296	index,follow,max-image-preview:large	VERIFIED	VERIFIED
minecraft-coordinate-converter.html	1835	index,follow,max-image-preview:large	VERIFIED	VERIFIED
network-tools.html	607	index,follow,max-image-preview:large	VERIFIED	VERIFIED
new-tools.html	824	noindex, follow	VERIFIED	VERIFIED
nova-intelligence.html	422	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
number-to-words.html	1985	index,follow	VERIFIED	VERIFIED
online-timer.html	2019	index,follow	VERIFIED	VERIFIED
ota/files/index.html	0	(none)	VERIFIED	FAIL: UNDERSIZED
pakistan-public-holidays-2026.html	402	index,follow,max-image-preview:large	VERIFIED	VERIFIED | SCHEMA MISSING
pakistan-tools.html	2645	index,follow,max-image-preview:large	VERIFIED	VERIFIED
paper-size-converter.html	661	index,follow,max-image-preview:large	VERIFIED	VERIFIED
paper-size-in-pixels.html	1012	index,follow,max-image-preview:large	VERIFIED	VERIFIED
password-generator.html	1085	index,follow	VERIFIED	VERIFIED
password-strength-checker.html	444	index,follow	VERIFIED	VERIFIED
pdf-tools.html	373	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
percentage-calculator.html	372	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
percentage-change-calculator.html	437	index,follow,max-image-preview:large	VERIFIED	VERIFIED
photo-cctv-enhancer.html	675	index,follow,max-image-preview:large	VERIFIED	VERIFIED
png-to-jpg.html	101	noindex,follow	VERIFIED	VERIFIED
pomodoro-timer.html	2281	index,follow,max-image-preview:large	VERIFIED	VERIFIED
popular-tools.html	377	noindex, follow	VERIFIED	VERIFIED
prayer-times-qibla-pakistan.html	372	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
preview-home-flagship-humanproof-v1.html	290	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
preview-home-flagship-humanproof-v2.html	0	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
preview-home-flagship-humanproof-v3.html	0	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
preview-home-flagship-humanproof-v4.html	0	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
preview-humanproof-scifi-mesh.html	51	noindex,nofollow	VERIFIED	VERIFIED | SCHEMA MISSING
privacy.html	1266	index,follow,max-image-preview:large	VERIFIED	VERIFIED
private-quick-note.html	427	index,follow,max-image-preview:large	VERIFIED	VERIFIED
productivity-tools.html	2360	index,follow,max-image-preview:large	VERIFIED	VERIFIED
public-ip-checker.html	419	index,follow,max-image-preview:large	VERIFIED	VERIFIED
pulse.html	399	noindex, follow	VERIFIED	VERIFIED
qr-code-generator.html	1979	index,follow,max-image-preview:large	VERIFIED	VERIFIED
qr-code-scanner.html	527	index,follow,max-image-preview:large	VERIFIED	VERIFIED
random-number-generator.html	89	noindex,follow	VERIFIED	VERIFIED
random-picker.html	219	noindex,follow	VERIFIED	VERIFIED
reaction-time-test.html	502	index,follow	VERIFIED	VERIFIED
refund-policy.html	428	index,follow	VERIFIED	VERIFIED | SCHEMA MISSING
register.html	210	noindex,follow	VERIFIED	VERIFIED | SCHEMA MISSING
resume-builder.html	517	index,follow,max-image-preview:large	VERIFIED	VERIFIED
rgb-hex-converter.html	397	noindex,follow	VERIFIED	VERIFIED
roman-numeral-converter.html	2376	index,follow	VERIFIED	VERIFIED
salary-tax-calculator-pakistan.html	977	index,follow,max-image-preview:large	VERIFIED	VERIFIED
scientific-calculator.html	427	index,follow,max-image-preview:large	VERIFIED	VERIFIED
smart-tools.html	359	noindex, follow	VERIFIED	VERIFIED
split-pdf.html	1989	index,follow,max-image-preview:large	VERIFIED	VERIFIED
sports-live.html	424	noindex, follow	VERIFIED	VERIFIED
ssl-certificate-checker.html	607	index,follow,max-image-preview:large	VERIFIED	VERIFIED
steam-playtime-calculator.html	482	index,follow,max-image-preview:large	VERIFIED	VERIFIED
stopwatch.html	2405	index,follow	VERIFIED	VERIFIED
storage-size-converter.html	379	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
tech.html	332	noindex, follow	VERIFIED	VERIFIED
tech/ai-agent-browser-security.html	582	noindex, follow	VERIFIED	VERIFIED
tech/browser-ai-webgpu-webassembly.html	568	noindex, follow	VERIFIED	VERIFIED
tech/chrome-151-august-2026-security-update.html	434	noindex, follow	VERIFIED	VERIFIED
tech/firefox-154-security-update-2026.html	361	noindex, follow	VERIFIED	VERIFIED
tech/gpt-6-astra-2026.html	756	noindex, follow	VERIFIED	VERIFIED
tech/passkeys-2026.html	619	noindex, follow	VERIFIED	VERIFIED
tech/post-quantum-encryption-explained.html	594	noindex, follow	VERIFIED	VERIFIED
tech/qr-code-phishing-quishing.html	649	noindex, follow	VERIFIED	VERIFIED
tech/toxicpanda-android-malware-2026.html	463	noindex, follow	VERIFIED	VERIFIED
terms.html	667	index,follow,max-image-preview:large	VERIFIED	VERIFIED
text-case-converter.html	1379	index,follow,max-image-preview:large	VERIFIED	VERIFIED
text-diff-checker.html	331	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
text-to-pdf.html	409	index,follow,max-image-preview:large	VERIFIED	VERIFIED
time-duration-calculator.html	648	index,follow,max-image-preview:large	VERIFIED	VERIFIED
timezone-meeting-planner.html	485	index,follow,max-image-preview:large	VERIFIED	VERIFIED
tool-methodology.html	865	index,follow,max-image-preview:large	VERIFIED	VERIFIED
tools.html	609	index,follow,max-image-preview:large	VERIFIED	VERIFIED
trending-tools.html	537	noindex, follow	VERIFIED	VERIFIED
typing-speed-test.html	674	index,follow,max-image-preview:large	VERIFIED	VERIFIED
unit-converter.html	320	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
unix-timestamp-converter.html	1781	index,follow,max-image-preview:large	VERIFIED	VERIFIED
weather-live.html	518	noindex, follow	VERIFIED	VERIFIED
webp-to-jpg.html	95	noindex,follow	VERIFIED	VERIFIED
webp-to-png.html	222	noindex,follow	VERIFIED	VERIFIED
website-reachability-checker.html	381	index,follow,max-image-preview:large	VERIFIED	FAIL: UNDERSIZED
whatsapp-link-generator.html	1955	index,follow,max-image-preview:large	VERIFIED	VERIFIED
widget-pakistan-today.html	24	noindex,follow	VERIFIED	VERIFIED | SCHEMA MISSING
widgets.html	342	noindex, follow	VERIFIED	VERIFIED
word-counter.html	398	index,follow	VERIFIED	FAIL: UNDERSIZED
xray.html	371	noindex, follow	VERIFIED	VERIFIED
youtube-thumbnail-downloader.html	417	index,follow,max-image-preview:large	VERIFIED	VERIFIED
zakat-calculator-pakistan.html	1055	index,follow,max-image-preview:large	VERIFIED	VERIFIED
